product_id,location_id,week_date,units_sold,revenue,promotion_status,discount_percentage
2,11,2024-05-27,1050,1948.8,True,20
2,11,2024-06-03,928,1722.37,True,20
2,11,2024-06-10,425,788.8,True,20
2,11,2024-06-17,350,812.0,False,0
2,11,2024-06-24,459,1064.88,False,0
2,11,2024-07-01,629,1459.28,False,0
2,11,2024-07-08,338,784.16,False,0
2,11,2024-07-15,575,1334.0,False,0
2,11,2024-07-22,660,1531.2,False,0
2,11,2024-07-29,274,635.68,False,0
2,11,2024-08-05,935,1735.36,True,20
2,11,2024-08-12,347,805.04,False,0
2,11,2024-08-19,521,1208.72,False,0
2,11,2024-08-26,559,1296.88,False,0
2,11,2024-09-02,369,856.08,False,0
2,11,2024-09-09,282,654.24,False,0
2,11,2024-09-16,429,995.28,False,0
2,11,2024-09-23,481,1115.92,False,0
2,11,2024-09-30,428,992.96,False,0
2,11,2024-10-07,484,1122.88,False,0
2,11,2024-10-14,558,970.92,True,25
2,11,2024-10-21,586,1155.59,True,15
2,11,2024-10-28,499,1157.68,False,0
2,11,2024-11-04,396,918.72,False,0
2,11,2024-11-11,437,1013.84,False,0
2,11,2024-11-18,354,821.28,False,0
2,11,2024-11-25,301,698.32,False,0
2,11,2024-12-02,125,290.0,False,0
2,11,2024-12-09,313,726.16,False,0
2,11,2024-12-16,309,716.88,False,0
2,11,2024-12-23,129,299.28,False,0
2,20,2024-01-01,63,146.16,False,0
2,20,2024-01-08,298,691.36,False,0
2,20,2024-01-15,58,134.56,False,0
2,20,2024-01-22,337,664.56,True,15
2,20,2024-01-29,344,598.56,True,25
2,20,2024-02-05,153,354.96,False,0
2,20,2024-02-12,54,125.28,False,0
2,20,2024-02-19,346,682.31,True,15
2,20,2024-02-26,223,517.36,False,0
2,20,2024-03-04,102,236.64,False,0
2,20,2024-03-11,190,330.6,True,25
2,20,2024-03-18,253,586.96,False,0
2,20,2024-03-25,65,150.8,False,0
2,20,2024-04-01,153,354.96,False,0
2,20,2024-04-08,249,577.68,False,0
2,20,2024-04-15,219,508.08,False,0
2,20,2024-04-22,117,271.44,False,0
2,20,2024-04-29,186,388.37,True,10
2,20,2024-05-06,188,436.16,False,0
2,20,2024-05-13,271,628.72,False,0
2,20,2024-05-20,358,705.98,True,15
2,20,2024-05-27,122,283.04,False,0
2,20,2024-06-03,87,201.84,False,0
2,20,2024-06-10,202,468.64,False,0
2,20,2024-06-17,250,580.0,False,0
2,20,2024-06-24,238,552.16,False,0
2,20,2024-07-01,116,269.12,False,0
2,20,2024-07-08,249,577.68,False,0
2,20,2024-07-15,292,677.44,False,0
2,20,2024-07-22,109,252.88,False,0
2,20,2024-07-29,144,334.08,False,0
2,20,2024-08-05,172,399.04,False,0
2,20,2024-08-12,258,508.78,True,15
2,20,2024-08-19,122,283.04,False,0
2,20,2024-08-26,95,220.4,False,0
2,20,2024-09-02,181,419.92,False,0
2,20,2024-09-09,269,561.67,True,10
2,20,2024-09-16,149,259.26,True,25
2,20,2024-09-23,280,649.6,False,0
2,20,2024-09-30,222,515.04,False,0
2,20,2024-10-07,218,505.76,False,0
2,20,2024-10-14,207,480.24,False,0
2,20,2024-10-21,160,371.2,False,0
2,20,2024-10-28,181,419.92,False,0
2,20,2024-11-04,270,626.4,False,0
2,20,2024-11-11,399,694.26,True,25
2,20,2024-11-18,186,431.52,False,0
2,20,2024-11-25,129,299.28,False,0
2,20,2024-12-02,238,414.12,True,25
2,20,2024-12-09,102,236.64,False,0
2,20,2024-12-16,278,644.96,False,0
2,20,2024-12-23,231,535.92,False,0
3,1,2024-01-01,148,1901.8,False,0
3,1,2024-01-08,321,3712.36,True,10
3,1,2024-01-15,295,3790.75,False,0
3,1,2024-01-22,87,1117.95,False,0
3,1,2024-01-29,298,3829.3,False,0
3,1,2024-02-05,254,3263.9,False,0
3,1,2024-02-12,657,6753.96,True,20
3,1,2024-02-19,147,1888.95,False,0
3,1,2024-02-26,160,2056.0,False,0
3,1,2024-03-04,150,1927.5,False,0
3,1,2024-03-11,494,5713.11,True,10
3,1,2024-03-18,206,2647.1,False,0
3,1,2024-03-25,418,5371.3,False,0
3,1,2024-04-01,412,4764.78,True,10
3,1,2024-04-08,266,3418.1,False,0
3,1,2024-04-15,219,2110.61,True,25
3,1,2024-04-22,304,3906.4,False,0
3,1,2024-04-29,133,1709.05,False,0
3,1,2024-05-06,328,4214.8,False,0
3,1,2024-05-13,193,2480.05,False,0
3,1,2024-05-20,373,4793.05,False,0
3,1,2024-05-27,429,4961.39,True,10
3,1,2024-06-03,204,2621.4,False,0
3,1,2024-06-10,133,1709.05,False,0
3,1,2024-06-17,393,5050.05,False,0
3,1,2024-06-24,160,2056.0,False,0
3,1,2024-07-01,277,3203.5,True,10
3,1,2024-07-08,274,3520.9,False,0
3,1,2024-07-15,329,4227.65,False,0
3,1,2024-07-22,148,1901.8,False,0
3,1,2024-07-29,111,1426.35,False,0
3,1,2024-08-05,199,2557.15,False,0
3,1,2024-08-12,177,2274.45,False,0
3,1,2024-08-19,489,6283.65,False,0
3,1,2024-08-26,557,5725.96,True,20
3,1,2024-09-02,190,2441.5,False,0
3,1,2024-09-09,562,5777.36,True,20
3,1,2024-09-16,399,5127.15,False,0
3,1,2024-09-23,74,950.9,False,0
3,1,2024-09-30,180,2313.0,False,0
3,1,2024-10-07,335,4304.75,False,0
3,1,2024-10-14,372,4780.2,False,0
3,1,2024-10-21,220,2827.0,False,0
3,1,2024-10-28,388,4985.8,False,0
3,1,2024-11-04,331,4253.35,False,0
3,1,2024-11-11,145,1863.25,False,0
3,1,2024-11-18,221,2271.88,True,20
3,1,2024-11-25,92,1182.2,False,0
3,1,2024-12-02,284,3649.4,False,0
3,1,2024-12-09,440,4240.5,True,25
3,1,2024-12-16,89,1143.65,False,0
3,1,2024-12-23,350,4497.5,False,0
3,6,2024-01-01,138,1773.3,False,0
3,6,2024-01-08,71,912.35,False,0
3,6,2024-01-15,331,3828.01,True,10
3,6,2024-01-22,303,3893.55,False,0
3,6,2024-01-29,58,745.3,False,0
3,6,2024-02-05,263,3379.55,False,0
3,6,2024-02-12,123,1580.55,False,0
3,6,2024-02-19,265,3405.25,False,0
3,6,2024-02-26,301,3867.85,False,0
3,6,2024-03-04,193,2480.05,False,0
3,6,2024-03-11,86,1105.1,False,0
3,6,2024-03-18,400,4626.0,True,10
3,6,2024-03-25,58,745.3,False,0
3,6,2024-04-01,169,2171.65,False,0
3,6,2024-04-08,270,3469.5,False,0
3,6,2024-04-15,186,2390.1,False,0
3,6,2024-04-22,230,2512.17,True,15
3,6,2024-04-29,171,2197.35,False,0
3,6,2024-05-06,99,1272.15,False,0
3,6,2024-05-13,170,2184.5,False,0
3,6,2024-05-20,59,758.15,False,0
3,6,2024-05-27,178,2287.3,False,0
3,6,2024-06-03,140,1799.0,False,0
3,6,2024-06-10,106,1362.1,False,0
3,6,2024-06-17,310,3983.5,False,0
3,6,2024-06-24,212,2724.2,False,0
3,6,2024-07-01,187,2402.95,False,0
3,6,2024-07-08,427,4938.26,True,10
3,6,2024-07-15,118,1137.22,True,25
3,6,2024-07-22,334,4291.9,False,0
3,6,2024-07-29,74,950.9,False,0
3,6,2024-08-05,248,3186.8,False,0
3,6,2024-08-12,383,4921.55,False,0
3,6,2024-08-19,96,1233.6,False,0
3,6,2024-08-26,194,2492.9,False,0
3,6,2024-09-02,167,2145.95,False,0
3,6,2024-09-09,222,2852.7,False,0
3,6,2024-09-16,87,1117.95,False,0
3,6,2024-09-23,185,2377.25,False,0
3,6,2024-09-30,53,681.05,False,0
3,6,2024-10-07,124,1354.39,True,15
3,6,2024-10-14,144,1850.4,False,0
3,6,2024-10-21,109,1400.65,False,0
3,6,2024-10-28,307,3944.95,False,0
3,6,2024-11-04,66,848.1,False,0
3,6,2024-11-11,117,1353.11,True,10
3,6,2024-11-18,124,1593.4,False,0
3,6,2024-11-25,203,2608.55,False,0
3,6,2024-12-02,272,3495.2,False,0
3,6,2024-12-09,287,3134.76,True,15
3,6,2024-12-16,215,2762.75,False,0
3,6,2024-12-23,163,2094.55,False,0
3,10,2024-01-01,69,886.65,False,0
3,10,2024-01-08,125,1606.25,False,0
3,10,2024-01-15,84,1079.4,False,0
3,10,2024-01-22,378,4857.3,False,0
3,10,2024-01-29,329,4227.65,False,0
3,10,2024-02-05,417,4286.76,True,20
3,10,2024-02-12,316,4060.6,False,0
3,10,2024-02-19,117,1503.45,False,0
3,10,2024-02-26,447,4307.96,True,25
3,10,2024-03-04,339,4356.15,False,0
3,10,2024-03-11,390,5011.5,False,0
3,10,2024-03-18,147,1888.95,False,0
3,10,2024-03-25,99,1272.15,False,0
3,10,2024-04-01,349,4484.65,False,0
3,10,2024-04-08,563,6511.09,True,10
3,10,2024-04-15,306,3932.1,False,0
3,10,2024-04-22,277,3559.45,False,0
3,10,2024-04-29,165,2120.25,False,0
3,10,2024-05-06,237,3045.45,False,0
3,10,2024-05-13,383,4921.55,False,0
3,10,2024-05-20,280,3598.0,False,0
3,10,2024-05-27,97,1246.45,False,0
3,10,2024-06-03,159,2043.15,False,0
3,10,2024-06-10,154,1978.9,False,0
3,10,2024-06-17,504,4857.3,True,25
3,10,2024-06-24,237,3045.45,False,0
3,10,2024-07-01,201,2582.85,False,0
3,10,2024-07-08,483,6206.55,False,0
3,10,2024-07-15,582,5609.02,True,25
3,10,2024-07-22,233,2994.05,False,0
3,10,2024-07-29,87,1117.95,False,0
3,10,2024-08-05,452,5808.2,False,0
3,10,2024-08-12,101,1297.85,False,0
3,10,2024-08-19,447,5743.95,False,0
3,10,2024-08-26,330,4240.5,False,0
3,10,2024-09-02,251,3225.35,False,0
3,10,2024-09-09,260,3341.0,False,0
3,10,2024-09-16,215,2762.75,False,0
3,10,2024-09-23,382,3681.52,True,25
3,10,2024-09-30,114,1464.9,False,0
3,10,2024-10-07,276,3014.61,True,15
3,10,2024-10-14,83,1066.55,False,0
3,10,2024-10-21,71,912.35,False,0
3,10,2024-10-28,308,3957.8,False,0
3,10,2024-11-04,346,4446.1,False,0
3,10,2024-11-11,134,1721.9,False,0
3,10,2024-11-18,58,745.3,False,0
3,10,2024-11-25,267,2916.31,True,15
3,10,2024-12-02,449,4904.2,True,15
3,10,2024-12-09,61,783.85,False,0
3,10,2024-12-16,229,2942.65,False,0
3,10,2024-12-23,165,2120.25,False,0
4,19,2024-01-01,196,2710.68,True,25
4,19,2024-01-08,200,3688.0,False,0
4,19,2024-01-15,256,4720.64,False,0
4,19,2024-01-22,269,4464.32,True,10
4,19,2024-01-29,68,1253.92,False,0
4,19,2024-02-05,64,1180.16,False,0
4,19,2024-02-12,62,1143.28,False,0
4,19,2024-02-19,51,940.44,False,0
4,19,2024-02-26,64,1180.16,False,0
4,19,2024-03-04,268,3706.44,True,25
4,19,2024-03-11,112,2065.28,False,0
4,19,2024-03-18,177,3263.88,False,0
4,19,2024-03-25,254,4683.76,False,0
4,19,2024-04-01,258,4757.52,False,0
4,19,2024-04-08,117,2157.48,False,0
4,19,2024-04-15,155,2429.47,True,15
4,19,2024-04-22,98,1807.12,False,0
4,19,2024-04-29,57,1051.08,False,0
4,19,2024-05-06,392,6505.63,True,10
4,19,2024-05-13,417,5767.11,True,25
4,19,2024-05-20,367,5413.98,True,20
4,19,2024-05-27,190,3503.6,False,0
4,19,2024-06-03,233,4296.52,False,0
4,19,2024-06-10,160,2950.4,False,0
4,19,2024-06-17,253,4665.32,False,0
4,19,2024-06-24,189,3485.16,False,0
4,19,2024-07-01,337,6214.28,False,0
4,19,2024-07-08,153,2821.32,False,0
4,19,2024-07-15,569,9443.12,True,10
4,19,2024-07-22,96,1770.24,False,0
4,19,2024-07-29,159,2931.96,False,0
4,19,2024-08-05,103,1899.32,False,0
4,19,2024-08-12,250,4610.0,False,0
4,19,2024-08-19,147,2710.68,False,0
4,19,2024-08-26,127,2107.69,True,10
4,19,2024-09-02,94,1733.36,False,0
4,19,2024-09-09,196,3614.24,False,0
4,19,2024-09-16,73,1346.12,False,0
4,19,2024-09-23,436,7235.86,True,10
4,19,2024-09-30,82,1512.08,False,0
4,19,2024-10-07,51,940.44,False,0
4,19,2024-10-14,257,4739.08,False,0
4,19,2024-10-21,138,2544.72,False,0
4,19,2024-10-28,62,1143.28,False,0
4,19,2024-11-04,233,3652.04,True,15
4,19,2024-11-11,203,3743.32,False,0
4,19,2024-11-18,86,1585.84,False,0
4,19,2024-11-25,101,1862.44,False,0
4,19,2024-12-02,293,4592.48,True,15
4,19,2024-12-09,52,958.88,False,0
4,19,2024-12-16,209,3853.96,False,0
4,19,2024-12-23,92,1696.48,False,0
4,6,2024-01-01,202,3724.88,False,0
4,6,2024-01-08,178,3282.32,False,0
4,6,2024-01-15,133,1839.39,True,25
4,6,2024-01-22,195,3595.8,False,0
4,6,2024-01-29,155,2858.2,False,0
4,6,2024-02-05,161,2968.84,False,0
4,6,2024-02-12,94,1300.02,True,25
4,6,2024-02-19,313,5771.72,False,0
4,6,2024-02-26,77,1419.88,False,0
4,6,2024-03-04,226,4167.44,False,0
4,6,2024-03-11,182,3356.08,False,0
4,6,2024-03-18,173,3190.12,False,0
4,6,2024-03-25,368,5089.44,True,25
4,6,2024-04-01,229,3167.07,True,25
4,6,2024-04-08,157,2605.57,True,10
4,6,2024-04-15,399,5886.05,True,20
4,6,2024-04-22,278,5126.32,False,0
4,6,2024-04-29,364,5369.73,True,20
4,6,2024-05-06,110,2028.4,False,0
4,6,2024-05-13,147,2710.68,False,0
4,6,2024-05-20,173,3190.12,False,0
4,6,2024-05-27,223,3700.91,True,10
4,6,2024-06-03,227,4185.88,False,0
4,6,2024-06-10,200,3688.0,False,0
4,6,2024-06-17,86,1585.84,False,0
4,6,2024-06-24,373,6878.12,False,0
4,6,2024-07-01,141,2600.04,False,0
4,6,2024-07-08,196,3614.24,False,0
4,6,2024-07-15,299,5513.56,False,0
4,6,2024-07-22,402,7412.88,False,0
4,6,2024-07-29,275,5071.0,False,0
4,6,2024-08-05,150,2074.5,True,25
4,6,2024-08-12,103,1899.32,False,0
4,6,2024-08-19,235,4333.4,False,0
4,6,2024-08-26,140,2581.6,False,0
4,6,2024-09-02,387,6065.84,True,15
4,6,2024-09-09,166,3061.04,False,0
4,6,2024-09-16,87,1604.28,False,0
4,6,2024-09-23,111,2046.84,False,0
4,6,2024-09-30,99,1825.56,False,0
4,6,2024-10-07,282,4420.07,True,15
4,6,2024-10-14,214,3946.16,False,0
4,6,2024-10-21,325,4794.4,True,20
4,6,2024-10-28,172,3171.68,False,0
4,6,2024-11-04,129,2378.76,False,0
4,6,2024-11-11,77,1419.88,False,0
4,6,2024-11-18,137,2526.28,False,0
4,6,2024-11-25,202,3724.88,False,0
4,6,2024-12-02,214,3946.16,False,0
4,6,2024-12-09,336,4956.67,True,20
4,6,2024-12-16,127,2341.88,False,0
4,6,2024-12-23,157,2895.08,False,0
4,7,2024-01-01,337,6214.28,False,0
4,7,2024-01-08,201,2779.83,True,25
4,7,2024-01-15,211,3890.84,False,0
4,7,2024-01-22,341,6288.04,False,0
4,7,2024-01-29,153,2821.32,False,0
4,7,2024-02-05,171,3153.24,False,0
4,7,2024-02-12,254,4683.76,False,0
4,7,2024-02-19,138,2544.72,False,0
4,7,2024-02-26,332,6122.08,False,0
4,7,2024-03-04,198,2920.9,True,20
4,7,2024-03-11,495,6845.85,True,25
4,7,2024-03-18,94,1733.36,False,0
4,7,2024-03-25,269,4960.36,False,0
4,7,2024-04-01,263,4849.72,False,0
4,7,2024-04-08,344,6343.36,False,0
4,7,2024-04-15,354,6527.76,False,0
4,7,2024-04-22,135,2489.4,False,0
4,7,2024-04-29,65,1198.6,False,0
4,7,2024-05-06,512,7080.96,True,25
4,7,2024-05-13,192,3540.48,False,0
4,7,2024-05-20,356,6564.64,False,0
4,7,2024-05-27,503,8347.79,True,10
4,7,2024-06-03,343,6324.92,False,0
4,7,2024-06-10,369,6804.36,False,0
4,7,2024-06-17,604,11137.76,False,0
4,7,2024-06-24,234,3236.22,True,25
4,7,2024-07-01,546,10068.24,False,0
4,7,2024-07-08,498,9183.12,False,0
4,7,2024-07-15,426,7855.44,False,0
4,7,2024-07-22,759,11196.77,True,20
4,7,2024-07-29,271,4997.24,False,0
4,7,2024-08-05,344,6343.36,False,0
4,7,2024-08-12,486,8961.84,False,0
4,7,2024-08-19,433,7984.52,False,0
4,7,2024-08-26,290,5347.6,False,0
4,7,2024-09-02,379,6988.76,False,0
4,7,2024-09-09,155,2143.65,True,25
4,7,2024-09-16,370,6822.8,False,0
4,7,2024-09-23,579,8007.57,True,25
4,7,2024-09-30,293,4592.48,True,15
4,7,2024-10-07,206,3798.64,False,0
4,7,2024-10-14,281,5181.64,False,0
4,7,2024-10-21,189,3485.16,False,0
4,7,2024-10-28,339,6251.16,False,0
4,7,2024-11-04,390,5393.7,True,25
4,7,2024-11-11,111,2046.84,False,0
4,7,2024-11-18,182,3356.08,False,0
4,7,2024-11-25,350,6454.0,False,0
4,7,2024-12-02,445,6564.64,True,20
4,7,2024-12-09,169,3116.36,False,0
4,7,2024-12-16,470,8666.8,False,0
4,7,2024-12-23,214,3946.16,False,0
5,12,2024-01-01,273,1416.87,False,0
5,12,2024-01-08,374,1941.06,False,0
5,12,2024-01-15,579,2404.01,True,20
5,12,2024-01-22,404,2096.76,False,0
5,12,2024-01-29,428,2221.32,False,0
5,12,2024-02-05,81,420.39,False,0
5,12,2024-02-12,458,2377.02,False,0
5,12,2024-02-19,76,394.44,False,0
5,12,2024-02-26,459,2382.21,False,0
5,12,2024-03-04,246,1276.74,False,0
5,12,2024-03-11,294,1525.86,False,0
5,12,2024-03-18,332,1723.08,False,0
5,12,2024-03-25,361,1873.59,False,0
5,12,2024-04-01,310,1608.9,False,0
5,12,2024-04-08,283,1468.77,False,0
5,12,2024-04-15,385,1998.15,False,0
5,12,2024-04-22,457,2371.83,False,0
